Name,FIPS,"# Population, 2014","# Asian Population, Alone, 2014","# Population, Not Hispanic, Asian Alone, 2014","# Black Population, Alone, 2014","# Population, Not Hispanic, Black Alone, 2014","# White Population, Alone, 2014","# Population, Not Hispanic, White Alone, 2014","# Hispanic Population, 2014","# Population, Not Hispanic, 2014","# Population, Hispanic, Black Alone, 2014","# Population, Hispanic, American Indian and Alaska Native Alone, 2014","# Population, Hispanic, Asian Alone, 2014","# Population, Hispanic, White Alone, 2014","# Population, Hispanic, Two or More Races, 2014","# White Non-Hispanic Population, 2014","Average Household Income, 2014","Median Household Income, 2014","Household Income, Per Capita (), 2014","# Asian Households, 2014","# Asian Non-Hispanic Head of Households, 2014","# White Households, 2014","# Hispanic Households, 2014","# Hispanic Head of Households, Other Race Alone, 2014","# Hispanic Head of Households, Black Alone, 2014","# Hispanic Head of Households, Asian Alone, 2014","# Hispanic Head of Households, American Indian and Alaska Native Alone, 2014","# Hispanic Head of Households, White Alone, 2014","# Hispanic Head of Households, Two or More Races, 2014"
"18954, Richboro, PA",18954,"8,980",304,299,55,53,"8,512","8,410",129,"8,851",1,1,0,109,6,"8,410","143,338.95 ","127,182.00 ","47,784.00 ",83,83,"2,868",29,2,0,0,0,27,0
"18955, Richlandtown, PA",18955,"1,457",8,8,13,13,"1,401","1,381",38,"1,419",0,0,0,20,6,"1,381","84,832.21 ","72,177.00 ","33,216.00 ",2,2,528,9,4,0,0,0,4,1
"18960, Sellersville, PA",18960,"12,212",210,213,196,195,"11,492","11,298",291,"11,921",4,14,1,184,24,"11,298","89,930.75 ","74,858.00 ","35,240.00 ",52,52,"4,559",78,17,1,0,4,53,3
"18962, Silverdale, PA",18962,884,26,26,21,20,820,806,21,863,1,0,0,14,1,806,"113,501.59 ","106,250.00 ","39,226.00 ",6,6,288,5,1,0,0,0,4,0
"18964, Souderton, PA",18964,"14,006",797,786,398,370,"12,122","11,558","1,008","12,998",26,12,6,572,117,"11,558","91,952.18 ","74,133.00 ","35,701.00 ",217,216,"4,783",285,77,7,1,7,167,26
"18966, Southampton, PA",18966,"38,553","1,349","1,324",308,299,"36,297","35,846",646,"37,907",6,4,9,475,51,"35,846","117,497.35 ","105,173.00 ","43,559.00 ",377,374,"13,684",155,23,2,3,0,120,7
"18969, Telford, PA",18969,"16,217",753,746,444,433,"14,439","13,947",778,"15,439",14,3,12,482,63,"13,947","101,222.19 ","81,653.00 ","39,200.00 ",185,182,"5,763",205,47,2,3,1,139,13
"18970, Trumbauersville, PA",18970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"18972, Upper Black Eddy, PA",18972,"3,048",14,14,12,12,"2,955","2,915",52,"2,996",0,0,0,38,5,"2,915","92,760.20 ","76,503.00 ","39,168.00 ",1,1,"1,260",17,3,0,0,0,13,1
"18974, Warminster, PA",18974,"41,570","1,129","1,114","1,157","1,067","37,037","35,779","2,804","38,766",91,32,17,"1,254",186,"35,779","89,746.91 ","74,946.00 ","35,552.00 ",342,336,"15,099",718,288,23,6,8,361,32
"18976, Warrington, PA",18976,"20,771","1,166","1,160",512,477,"18,230","17,729","1,015","19,756",33,15,1,509,62,"17,729","116,020.38 ","102,264.00 ","41,854.00 ",321,321,"6,765",245,88,6,0,3,135,13
"18977, Washington Crossing, PA",18977,"4,710",156,153,55,53,"4,402","4,309",119,"4,591",1,2,0,98,6,"4,309","199,216.72 ","183,922.00 ","71,481.00 ",43,43,"1,617",29,2,0,0,0,25,2
"18980, Wycombe, PA",18980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"19001, Abington, PA",19001,"17,312",855,853,"2,784","2,735","12,994","12,540",769,"16,543",66,8,7,430,124,"12,540","101,588.34 ","84,961.00 ","38,833.00 ",255,254,"5,159",193,34,14,1,2,122,20
"19002, Ambler, PA",19002,"32,377","2,720","2,707","2,169","2,131","26,541","25,838","1,078","31,299",43,15,21,689,86,"25,838","145,881.22 ","107,098.00 ","56,232.00 ",822,817,"10,497",267,49,8,5,1,193,11
"19003, Ardmore, PA",19003,"14,858",758,744,"1,781","1,720","11,684","11,310",640,"14,218",32,6,1,424,54,"11,310","120,134.84 ","83,627.00 ","48,389.00 ",220,220,"4,910",160,29,8,0,0,111,12
"19004, Bala Cynwyd, PA",19004,"10,289",704,709,409,405,"8,880","8,654",290,"9,999",10,3,5,207,30,"8,654","179,024.03 ","119,333.00 ","70,468.00 ",230,229,"3,575",88,14,2,1,0,65,6
"19006, Huntingdon Valley, PA",19006,"22,617","1,969","1,995",333,320,"19,871","19,470",511,"22,106",18,6,6,360,30,"19,470","123,040.22 ","98,928.00 ","46,218.00 ",533,531,"7,611",132,22,3,2,2,100,3
"19007, Bristol, PA",19007,"20,403",702,684,"3,479","3,290","14,165","13,001","2,635","17,768",139,7,8,"1,236",211,"13,001","67,183.54 ","57,501.00 ","27,114.00 ",222,219,"6,022",747,305,31,3,2,353,53
"19008, Broomall, PA",19008,"20,770","1,724","1,668",510,489,"18,237","18,094",294,"20,476",6,2,2,218,22,"18,094","102,344.99 ","85,818.00 ","38,558.00 ",456,455,"6,921",76,11,1,1,1,58,4
"19009, Bryn Athyn, PA",19009,861,26,26,27,26,787,778,12,849,0,0,0,10,1,778,"119,069.60 ","95,122.00 ","38,675.00 ",7,7,254,2,0,0,0,0,1,1
"19010, Bryn Mawr, PA",19010,"22,690","2,257","2,205","1,383","1,306","18,359","17,871",774,"21,916",51,5,7,570,41,"17,871","162,233.62 ","107,400.00 ","56,837.00 ",563,563,"6,664",171,14,7,0,0,148,2
"19012, Cheltenham, PA",19012,"6,427",874,865,"1,713","1,665","3,591","3,386",377,"6,050",38,2,3,222,35,"3,386","113,447.34 ","95,251.00 ","39,377.00 ",209,209,"1,403",105,20,5,0,1,73,6
"19013, Chester, PA",19013,"35,118",275,225,"26,536","25,480","5,970","5,319","3,337","31,781",779,64,48,939,477,"5,319","52,315.25 ","35,244.00 ","19,088.00 ",72,65,"1,973",897,332,171,7,15,280,91
"19014, Aston, PA",19014,"21,724",485,458,"1,472","1,394","19,354","19,148",436,"21,288",26,3,10,287,44,"19,148","98,012.94 ","84,944.00 ","36,179.00 ",140,137,"7,215",107,20,5,3,1,73,5
"19015, Brookhaven, PA",19015,"16,416",304,294,"4,395","4,238","11,098","10,903",572,"15,844",105,11,6,256,79,"10,903","74,835.34 ","63,228.00 ","30,194.00 ",101,99,"4,891",161,35,22,2,2,81,19
"19017, Chester Heights, PA",19017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"19018, Clifton Heights, PA",19018,"25,211","1,384","1,359","3,438","3,353","19,625","19,388",532,"24,679",37,8,5,314,97,"19,388","77,730.39 ","66,663.00 ","32,280.00 ",446,445,"8,385",151,28,15,1,3,89,15
"19020, Bensalem, PA",19020,"56,355","6,625","6,537","3,916","3,678","41,339","39,163","5,419","50,936",204,171,29,"2,284",408,"39,163","86,180.04 ","70,332.00 ","33,963.00 ","1,964","1,956","17,432","1,484",582,46,8,40,697,111
"19021, Croydon, PA",19021,"9,864",316,315,481,465,"8,435","8,059",776,"9,088",15,7,0,378,70,"8,059","76,846.25 ","67,497.00 ","28,749.00 ",72,72,"3,257",212,78,4,0,1,113,16
"19022, Crum Lynne, PA",19022,"3,653",56,55,612,578,"2,797","2,738",144,"3,509",23,2,0,74,19,"2,738","63,907.62 ","48,631.00 ","25,020.00 ",15,15,"1,160",37,10,4,0,0,19,4
"19023, Darby, PA",19023,"22,175",374,368,"14,378","14,127","6,403","6,284",605,"21,570",227,4,5,145,128,"6,284","60,550.25 ","48,328.00 ","21,028.00 ",90,87,"2,633",165,31,56,3,1,47,27
"19025, Dresher, PA",19025,"5,527",587,591,329,320,"4,529","4,460",91,"5,436",13,1,2,58,8,"4,460","177,004.52 ","137,308.00 ","62,488.00 ",169,168,"1,651",22,3,2,1,0,14,2
"19026, Drexel Hill, PA",19026,"31,916","1,518","1,471","2,936","2,818","26,589","26,139",879,"31,037",50,10,11,569,100,"26,139","91,268.75 ","75,445.00 ","36,244.00 ",446,445,"10,916",265,59,19,1,2,165,16
"19027, Elkins Park, PA",19027,"19,170","1,619","1,617","6,845","6,696","9,885","9,563",743,"18,427",161,19,5,306,106,"9,563","118,647.38 ","86,860.00 ","49,641.00 ",540,537,"4,309",246,53,42,3,4,119,25
"19029, Essington, PA",19029,"4,237",106,101,107,96,"3,897","3,833",107,"4,130",8,0,2,73,14,"3,833","78,368.39 ","61,945.00 ","32,341.00 ",30,30,"1,640",23,3,1,0,0,17,2
"19030, Fairless Hills, PA",19030,"11,984",669,670,501,492,"10,325","10,037",502,"11,482",13,1,5,276,56,"10,037","81,848.39 ","68,246.00 ","31,994.00 ",198,196,"4,170",136,44,2,2,0,83,5
"19031, Flourtown, PA",19031,"4,475",172,175,280,281,"3,945","3,865",93,"4,382",5,1,0,70,7,"3,865","136,144.56 ","110,648.00 ","54,392.00 ",63,63,"1,545",22,3,1,0,1,16,1
"19032, Folcroft, PA",19032,"6,787",212,208,"2,139","2,056","4,145","4,023",333,"6,454",57,11,1,153,40,"4,023","70,604.55 ","64,469.00 ","26,237.00 ",64,63,"1,665",84,28,8,1,3,41,3
"19033, Folsom, PA",19033,"8,722",200,191,495,467,"7,833","7,731",190,"8,532",10,1,2,132,11,"7,731","83,141.19 ","72,115.00 ","31,486.00 ",52,51,"3,008",52,10,3,1,0,37,1
"19034, Fort Washington, PA",19034,"6,040",549,550,375,372,"4,991","4,895",127,"5,913",6,1,3,88,15,"4,895","145,914.72 ","116,005.00 ","56,233.00 ",173,172,"1,948",31,5,1,1,0,21,3
"19035, Gladwyne, PA",19035,"4,034",183,184,65,67,"3,720","3,654",71,"3,963",0,0,3,59,6,"3,654","282,662.66 ","168,376.00 ","109,607.00 ",50,50,"1,484",12,0,0,0,0,11,1
"19036, Glenolden, PA",19036,"12,952",215,210,"1,213","1,159","11,139","10,995",275,"12,677",34,1,2,172,37,"10,995","68,437.81 ","59,981.00 ","28,114.00 ",74,73,"4,651",84,11,13,1,0,51,7
"19038, Glenside, PA",19038,"31,711","1,094","1,096","5,069","5,036","24,530","23,934",898,"30,813",82,12,9,528,110,"23,934","107,646.98 ","90,416.00 ","41,794.00 ",307,307,"9,584",229,38,21,0,4,153,13
"19040, Hatboro, PA",19040,"20,508",733,733,764,754,"18,174","17,631","1,002","19,506",24,21,13,509,101,"17,631","87,042.56 ","73,833.00 ","35,395.00 ",238,236,"7,457",277,92,7,2,4,154,18
"19041, Haverford, PA",19041,"5,233",253,249,227,224,"4,622","4,534",119,"5,114",0,2,1,95,3,"4,534","186,356.47 ","125,243.00 ","82,167.00 ",82,82,"2,077",40,4,0,0,0,36,0
"19043, Holmes, PA",19043,"3,101",57,53,109,99,"2,880","2,841",73,"3,028",1,1,0,54,8,"2,841","75,002.43 ","61,421.00 ","28,400.00 ",17,17,"1,106",20,5,0,0,0,15,0
"19044, Horsham, PA",19044,"16,650","1,299","1,304","1,026","1,015","13,792","13,350",632,"16,018",18,6,5,423,43,"13,350","97,249.47 ","78,591.00 ","38,427.00 ",400,398,"5,582",189,42,7,2,1,131,6
"19046, Jenkintown, PA",19046,"19,226","1,212","1,229","1,084","1,071","16,421","16,000",554,"18,672",29,6,3,380,69,"16,000","116,562.14 ","85,603.00 ","48,794.00 ",420,418,"6,960",158,18,7,2,2,117,11
"19047, Langhorne, PA",19047,"36,700","1,773","1,782","1,575","1,507","32,182","31,471","1,210","35,490",80,16,6,678,113,"31,471","107,922.48 ","90,789.00 ","41,413.00 ",547,544,"12,420",336,72,16,3,4,217,23
"19050, Lansdowne, PA",19050,"27,762",990,973,"18,323","18,006","7,255","7,028",919,"26,843",258,9,14,292,182,"7,028","81,653.66 ","66,579.00 ","33,047.00 ",268,265,"3,538",293,62,73,3,3,109,42
"19053, Feasterville Trevose, PA",19053,"26,127",962,959,"1,147","1,130","23,235","22,727",861,"25,266",22,9,6,499,56,"22,727","95,689.15 ","84,697.00 ","35,754.00 ",251,249,"8,953",217,69,5,2,2,130,9
"19054, Levittown, PA",19054,"17,851",463,465,651,620,"16,081","15,618",770,"17,081",40,15,4,443,78,"15,618","78,999.94 ","70,802.00 ","29,004.00 ",143,143,"6,015",200,45,7,0,4,133,11
"19055, Levittown, PA",19055,"14,075",215,216,681,634,"12,326","11,856",939,"13,136",52,18,1,460,81,"11,856","78,611.92 ","71,517.00 ","27,616.00 ",57,57,"4,464",234,74,9,0,6,126,19
"19056, Levittown, PA",19056,"14,344",524,525,827,804,"12,192","11,792",797,"13,547",28,28,3,387,92,"11,792","89,980.36 ","76,060.00 ","32,312.00 ",162,162,"4,476",191,62,8,0,3,103,15
"19057, Levittown, PA",19057,"17,242",366,360,"1,576","1,533","14,488","13,859","1,062","16,180",36,15,4,639,100,"13,859","81,112.31 ","73,622.00 ","28,598.00 ",104,103,"5,273",239,61,9,1,2,150,16
"19060, Garnet Valley, PA",19060,"9,435",626,605,284,273,"8,337","8,229",194,"9,241",3,4,1,139,22,"8,229","136,255.62 ","115,438.00 ","48,877.00 ",159,159,"3,063",40,5,1,0,0,31,3
"19061, Marcus Hook, PA",19061,"19,737",522,504,"2,320","2,200","16,213","15,862",666,"19,071",70,7,7,423,82,"15,862","81,486.94 ","66,261.00 ","31,375.00 ",141,139,"6,463",183,28,13,2,2,129,9
"19063, Media, PA",19063,"35,985","1,530","1,483","2,370","2,258","31,329","30,991",678,"35,307",46,11,4,463,52,"30,991","117,602.01 ","93,245.00 ","48,341.00 ",478,476,"13,009",218,32,9,2,2,167,6
"19064, Springfield, PA",19064,"24,040","1,104","1,048",536,495,"22,088","21,956",282,"23,758",19,3,9,213,19,"21,956","117,023.97 ","102,366.00 ","42,658.00 ",288,285,"8,199",84,5,4,3,2,68,2
"19066, Merion Station, PA",19066,"6,346",369,371,160,156,"5,680","5,513",208,"6,138",6,1,3,159,20,"5,513","218,730.53 ","168,238.00 ","72,251.00 ",115,114,"1,824",50,6,2,1,0,39,2
"19067, Morrisville, PA",19067,"51,556","3,154","3,128","3,426","3,281","42,961","41,573","2,427","49,129",126,23,9,"1,430",177,"41,573","123,527.21 ","99,742.00 ","48,198.00 ",959,956,"17,197",744,208,35,3,7,457,34
"19070, Morton, PA",19070,"6,679",333,327,857,828,"5,314","5,259",122,"6,557",18,0,1,73,16,"5,259","86,349.40 ","74,153.00 ","33,635.00 ",78,78,"2,140",30,5,5,0,0,19,1
"19072, Narberth, PA",19072,"9,199",501,513,254,250,"8,169","7,977",220,"8,979",10,0,1,167,28,"7,977","176,354.79 ","119,886.00 ","75,332.00 ",177,177,"3,596",69,7,3,0,0,55,4
"19073, Newtown Square, PA",19073,"17,542",984,927,234,217,"16,071","15,955",240,"17,302",5,2,4,193,16,"15,955","143,219.83 ","113,537.00 ","57,722.00 ",293,292,"6,583",63,4,1,1,0,56,1
"19074, Norwood, PA",19074,"6,164",148,139,135,125,"5,775","5,736",94,"6,070",2,0,0,60,2,"5,736","79,562.76 ","69,145.00 ","30,353.00 ",31,31,"2,241",29,9,1,0,0,19,0
"19075, Oreland, PA",19075,"6,874",226,223,548,548,"5,902","5,771",207,"6,667",6,3,5,122,22,"5,771","113,691.27 ","101,206.00 ","42,951.00 ",59,59,"2,290",54,12,2,0,2,33,5
"19076, Prospect Park, PA",19076,"6,249",137,131,257,236,"5,669","5,613",131,"6,118",10,3,1,77,16,"5,613","77,709.02 ","69,257.00 ","31,453.00 ",40,39,"2,285",42,6,1,1,0,31,3
"19078, Ridley Park, PA",19078,"11,186",195,184,280,260,"10,517","10,418",171,"11,015",5,1,0,133,11,"10,418","81,294.55 ","66,865.00 ","33,830.00 ",59,59,"4,412",46,8,0,0,0,36,2
"19079, Sharon Hill, PA",19079,"9,042",133,128,"6,644","6,501","1,853","1,797",299,"8,743",128,1,5,72,52,"1,797","68,542.44 ","55,761.00 ","25,908.00 ",40,39,832,88,15,37,1,1,26,8
"19081, Swarthmore, PA",19081,"10,294",640,609,661,614,"8,581","8,354",398,"9,896",24,4,7,287,45,"8,354","121,948.56 ","89,947.00 ","43,459.00 ",131,130,"3,202",65,4,3,1,0,51,6
"19082, Upper Darby, PA",19082,"41,180","8,258","8,104","18,594","17,961","11,523","10,731","2,993","38,187",420,40,57,"1,119",370,"10,731","61,029.35 ","46,522.00 ","22,163.00 ","2,132","2,121","5,204",824,337,103,11,7,301,65
"19083, Havertown, PA",19083,"35,309","1,866","1,787",961,898,"31,856","31,501",655,"34,654",24,6,2,491,63,"31,501","112,536.01 ","94,617.00 ","41,759.00 ",506,506,"12,072",187,31,2,0,2,136,13
"19085, Villanova, PA",19085,"5,895",366,358,202,193,"5,170","5,054",168,"5,727",5,0,1,129,15,"5,054","262,160.65 ","201,089.00 ","78,127.00 ",85,84,"1,553",24,3,1,1,0,18,1
"19086, Wallingford, PA",19086,"11,399",708,688,665,634,"9,729","9,577",265,"11,134",14,2,0,195,31,"9,577","121,525.33 ","107,017.00 ","46,803.00 ",182,182,"3,905",75,10,4,0,0,56,5
"19087, Wayne, PA",19087,"34,673","2,839","2,817","1,499","1,461","29,525","28,774","1,003","33,670",31,4,8,775,68,"28,774","164,868.39 ","117,337.00 ","63,113.00 ",879,875,"11,595",279,26,8,4,2,229,10
"19090, Willow Grove, PA",19090,"19,978","1,039","1,040","3,297","3,263","14,891","14,447",725,"19,253",48,11,4,423,114,"14,447","93,488.08 ","78,302.00 ","37,074.00 ",316,315,"6,081",200,38,13,1,3,127,18
"19094, Woodlyn, PA",19094,"4,361",73,72,656,630,"3,498","3,438",133,"4,228",14,2,0,74,21,"3,438","79,027.06 ","60,918.00 ","31,576.00 ",20,20,"1,439",42,10,6,0,0,22,4
"19095, Wyncote, PA",19095,"7,262",486,484,"2,481","2,436","4,013","3,858",281,"6,981",42,3,2,158,36,"3,858","102,340.38 ","84,041.00 ","44,438.00 ",188,188,"1,632",80,10,11,0,0,48,11
"19096, Wynnewood, PA",19096,"12,587","1,220","1,220",641,634,"10,415","10,114",365,"12,222",9,1,4,294,26,"10,114","176,171.64 ","126,217.00 ","69,893.00 ",397,396,"4,262",100,9,5,1,0,80,5
"19102, Philadelphia, PA",19102,"5,481",765,782,399,398,"4,115","3,828",327,"5,154",10,2,2,256,21,"3,828","96,577.86 ","68,777.00 ","64,542.00 ",504,502,"2,784",175,20,4,2,1,133,15
"19103, Philadelphia, PA",19103,"22,427","3,105","3,175","1,715","1,724","16,719","15,837","1,011","21,416",34,13,10,742,73,"15,837","102,095.43 ","64,876.00 ","69,076.00 ","2,018","2,011","11,351",606,91,16,7,3,432,56
"19104, Philadelphia, PA",19104,"52,076","9,218","9,218","21,540","21,278","18,752","17,422","2,256","49,820",351,23,39,"1,193",239,"17,422","43,770.26 ","24,690.00 ","17,607.00 ","2,580","2,571","5,945",635,163,100,9,5,293,65
"19106, Philadelphia, PA",19106,"10,150",807,838,613,622,"8,369","8,003",422,"9,728",18,4,5,291,25,"8,003","134,372.10 ","95,424.00 ","83,009.00 ",446,443,"5,279",206,41,6,3,2,146,8
"19107, Philadelphia, PA",19107,"13,926","3,507","3,525","1,797","1,740","7,966","7,408",804,"13,122",72,4,13,509,66,"7,408","78,836.11 ","55,435.00 ","43,782.00 ","1,594","1,585","4,512",271,43,17,9,1,183,17
"19109, Philadelphia, PA",19109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"19111, Philadelphia, PA",19111,"62,967","6,593","6,525","13,337","12,628","36,581","32,931","8,883","54,084",720,150,74,"3,632",775,"32,931","64,692.39 ","52,625.00 ","25,180.00 ","1,790","1,765","15,808","2,610","1,142",170,25,33,"1,061",179
"19112, Philadelphia, PA",19112,13,0,0,1,1,8,8,4,9,0,0,0,0,0,8,"86,400.00 ","87,500.00 ","6,646.00 ",0,0,0,1,1,0,0,0,0,0
"19113, Philadelphia, PA",19113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"19114, Philadelphia, PA",19114,"32,010","1,372","1,440","2,889","2,925","26,404","25,118","1,848","30,162",112,6,5,"1,031",162,"25,118","71,737.93 ","60,499.00 ","31,250.00 ",414,411,"11,662",618,198,40,3,3,338,36
"19115, Philadelphia, PA",19115,"35,001","4,912","5,069","2,162","2,149","26,340","24,953","1,983","33,018",89,12,21,"1,103",203,"24,953","72,844.38 ","54,783.00 ","30,921.00 ","1,335","1,328","11,877",623,186,32,7,4,354,40
"19116, Philadelphia, PA",19116,"32,731","3,946","4,102","2,045","2,025","25,137","23,929","1,661","31,070",102,18,10,919,152,"23,929","73,304.69 ","58,888.00 ","29,357.00 ","1,084","1,081","10,460",516,169,22,3,7,276,39
"19118, Philadelphia, PA",19118,"10,669",374,381,"2,136","2,137","7,758","7,439",379,"10,290",41,3,0,263,30,"7,439","127,482.32 ","88,022.00 ","58,961.00 ",150,150,"3,433",132,14,14,0,0,96,8
"19119, Philadelphia, PA",19119,"25,536",358,357,"15,739","15,537","8,117","7,703",916,"24,620",272,17,3,338,137,"7,703","93,967.89 ","69,508.00 ","42,824.00 ",109,107,"3,717",286,52,85,2,3,106,38
"19120, Philadelphia, PA",19120,"69,657","9,997","9,491","35,665","33,006","10,493","5,193","20,654","49,003","1,828",243,267,"6,404","1,719","5,193","51,177.25 ","39,818.00 ","16,954.00 ","2,696","2,614","4,057","5,831","2,858",507,82,67,"1,837",480
"19121, Philadelphia, PA",19121,"36,666",795,789,"29,756","29,334","4,721","4,392","1,252","35,414",457,9,7,292,170,"4,392","37,476.53 ","22,004.00 ","14,609.00 ",222,221,"1,359",386,119,121,1,3,96,46
"19122, Philadelphia, PA",19122,"23,239",901,837,"9,676","8,780","8,500","6,511","6,531","16,708",712,100,46,"2,204",494,"6,511","43,870.41 ","25,482.00 ","16,941.00 ",203,183,"2,207","2,312","1,081",208,20,44,805,154
"19123, Philadelphia, PA",19123,"13,469",983,976,"5,603","5,411","5,940","5,392","1,290","12,179",212,2,10,524,114,"5,392","77,246.19 ","59,621.00 ","37,948.00 ",392,388,"3,190",479,179,56,4,2,198,40
"19124, Philadelphia, PA",19124,"68,444","3,661","3,356","28,734","25,508","20,384","13,600","24,351","44,093","2,286",382,181,"7,907","2,320","13,600","44,853.18 ","34,104.00 ","15,400.00 ","1,021",960,"8,234","6,952","3,355",593,61,97,"2,203",643
"19125, Philadelphia, PA",19125,"24,409","1,544","1,527","1,624","1,408","18,435","16,772","4,072","20,337",241,80,45,"1,599",363,"16,772","56,241.04 ","41,944.00 ","23,334.00 ",485,473,"7,978","1,204",561,69,12,27,456,79
"19126, Philadelphia, PA",19126,"16,496",595,592,"13,932","13,726","1,183","1,017",703,"15,793",195,5,3,177,76,"1,017","63,821.26 ","51,517.00 ","25,823.00 ",216,213,489,197,74,49,3,2,48,21
"19127, Philadelphia, PA",19127,"5,525",122,130,228,237,"5,034","4,890",149,"5,376",7,0,1,112,11,"4,890","75,773.91 ","65,040.00 ","35,596.00 ",61,61,"2,374",65,7,2,0,0,50,6
"19128, Philadelphia, PA",19128,"36,953","1,278","1,343","3,092","3,176","31,341","30,299","1,227","35,726",91,17,9,744,138,"30,299","83,952.49 ","70,727.00 ","39,060.00 ",515,514,"14,634",438,83,27,1,4,287,36
"19129, Philadelphia, PA",19129,"10,402",369,370,"4,035","4,004","5,618","5,366",392,"10,010",70,3,3,207,28,"5,366","72,689.76 ","57,172.00 ","33,229.00 ",159,157,"2,524",131,27,22,2,0,74,6
"19130, Philadelphia, PA",19130,"25,161","1,723","1,733","5,380","5,287","16,737","15,739","1,703","23,458",183,14,19,867,145,"15,739","91,849.87 ","69,573.00 ","49,043.00 ",860,851,"9,535",717,201,60,9,4,392,51
"19131, Philadelphia, PA",19131,"45,846","1,445","1,438","36,127","35,777","6,437","6,054","1,148","44,698",413,18,10,315,139,"6,054","53,586.00 ","36,671.00 ","23,697.00 ",716,710,"2,727",374,83,128,6,4,113,40
"19132, Philadelphia, PA",19132,"37,364",227,221,"34,913","34,431","1,066",903,"1,075","36,289",472,20,6,173,115,903,"41,976.01 ","29,959.00 ","17,088.00 ",71,69,382,300,85,132,2,6,45,30
"19133, Philadelphia, PA",19133,"26,199",216,87,"11,061","8,886","5,811",580,"16,539","9,660","1,829",529,126,"5,584","1,304",580,"27,112.04 ","16,730.00 ","9,627.00 ",59,21,"1,985","5,336","2,280",554,38,146,"1,890",428
"19134, Philadelphia, PA",19134,"62,702","1,367","1,036","12,833","9,193","29,984","21,519","30,147","32,555","2,686","1,457",223,"9,610","2,346","21,519","39,961.94 ","27,525.00 ","13,773.00 ",383,302,"11,620","8,370","3,986",702,81,386,"2,607",608
"19135, Philadelphia, PA",19135,"35,483","1,160","1,124","6,646","6,249","23,345","20,908","6,041","29,442",427,68,41,"2,398",624,"20,908","53,270.78 ","44,166.00 ","19,866.00 ",345,334,"9,441","1,640",782,121,11,18,591,117
"19136, Philadelphia, PA",19136,"41,227","1,282","1,262","9,721","9,475","26,724","24,826","4,791","36,436",362,27,36,"1,755",364,"24,826","62,267.60 ","51,262.00 ","20,204.00 ",322,317,"10,702",959,382,56,5,7,460,49
"19137, Philadelphia, PA",19137,"9,236",84,84,397,391,"8,155","7,805",750,"8,486",33,1,6,302,136,"7,805","55,694.51 ","46,478.00 ","21,364.00 ",25,24,"3,199",179,87,11,1,0,63,17
"19138, Philadelphia, PA",19138,"34,100",116,115,"31,375","30,975","1,491","1,367",850,"33,250",407,10,1,117,115,"1,367","58,800.16 ","48,255.00 ","22,145.00 ",22,22,194,200,51,101,0,3,19,26
"19139, Philadelphia, PA",19139,"42,204",745,740,"37,383","36,973","2,448","2,200","1,109","41,095",411,21,5,247,182,"2,200","44,991.45 ","31,537.00 ","19,221.00 ",254,252,"1,123",355,83,129,2,7,83,51
"19140, Philadelphia, PA",19140,"54,328",738,473,"31,481","28,473","7,860","1,521","23,226","31,102","2,246",556,252,"7,131","1,902","1,521","39,527.11 ","26,469.00 ","14,169.00 ",258,190,"2,642","7,048","3,406",604,68,138,"2,302",530
"19141, Philadelphia, PA",19141,"32,151","1,289","1,276","27,968","27,437","1,368","1,118","1,477","30,674",504,23,12,279,181,"1,118","51,614.24 ","40,608.00 ","20,839.00 ",498,494,434,418,148,142,4,9,81,34
"19142, Philadelphia, PA",19142,"30,788","3,047","3,016","23,769","23,494","2,527","2,346","1,105","29,683",289,12,33,165,171,"2,346","45,454.50 ","36,195.00 ","15,152.00 ",813,807,"1,230",302,132,78,6,3,51,32
"19143, Philadelphia, PA",19143,"65,473","1,293","1,278","55,247","54,614","6,406","5,940","1,801","63,672",681,27,16,416,301,"5,940","52,721.31 ","38,999.00 ","21,032.00 ",424,418,"2,935",565,99,207,6,4,162,87
"19144, Philadelphia, PA",19144,"44,819",799,791,"35,309","34,766","6,613","6,223","1,588","43,231",608,39,9,322,257,"6,223","56,195.99 ","37,313.00 ","25,521.00 ",417,413,"3,178",522,128,189,4,15,126,60
"19145, Philadelphia, PA",19145,"49,439","7,375","7,351","17,761","17,573","22,116","21,191","2,221","47,218",271,52,58,803,250,"21,191","57,690.10 ","43,217.00 ","23,100.00 ","2,075","2,060","10,370",625,231,71,15,10,240,57
"19146, Philadelphia, PA",19146,"36,932","1,927","1,912","19,395","19,185","13,543","12,670","1,985","34,947",292,15,23,779,195,"12,670","74,227.50 ","45,956.00 ","34,163.00 ",769,758,"7,109",683,208,88,11,6,311,59
