Name,FIPS,"# Population, 2014","# Asian Population, Alone, 2014","# Population, Not Hispanic, Asian Alone, 2014","# Black Population, Alone, 2014","# Population, Not Hispanic, Black Alone, 2014","# White Population, Alone, 2014","# Population, Not Hispanic, White Alone, 2014","# Hispanic Population, 2014","# Population, Not Hispanic, 2014","# Population, Hispanic, Black Alone, 2014","# Population, Hispanic, American Indian and Alaska Native Alone, 2014","# Population, Hispanic, Asian Alone, 2014","# Population, Hispanic, White Alone, 2014","# Population, Hispanic, Two or More Races, 2014","# White Non-Hispanic Population, 2014","Average Household Income, 2014","Median Household Income, 2014","Household Income, Per Capita (), 2014","# Asian Households, 2014","# Asian Non-Hispanic Head of Households, 2014","# White Households, 2014","# Hispanic Households, 2014","# Hispanic Head of Households, Other Race Alone, 2014","# Hispanic Head of Households, Black Alone, 2014","# Hispanic Head of Households, Asian Alone, 2014","# Hispanic Head of Households, American Indian and Alaska Native Alone, 2014","# Hispanic Head of Households, White Alone, 2014","# Hispanic Head of Households, Two or More Races, 2014"
"60649, Chicago, IL",60649,"47,408",130,126,"45,141","44,749",888,697,907,"46,501",423,3,4,160,165,697,"51,539.86 ","37,175.00 ","24,264.00 ",60,58,422,273,59,127,2,1,48,36
"60651, Chicago, IL",60651,"62,895",337,217,"40,975","38,826","10,256","1,976","21,354","41,541","1,323",354,115,"9,122","1,427","1,976","52,342.02 ","37,738.00 ","16,301.00 ",104,86,"3,306","5,642","2,345",232,18,76,"2,625",346
"60652, Chicago, IL",60652,"41,778",339,294,"18,869","18,072","15,201","6,776","16,152","25,626",329,188,37,"8,913",710,"6,776","87,227.57 ","75,331.00 ","27,232.00 ",103,99,"4,931","3,424","1,282",57,4,35,"1,917",129
"60653, Chicago, IL",60653,"28,622",206,204,"26,642","26,467",906,719,577,"28,045",226,12,2,135,96,719,"59,697.63 ","32,760.00 ","27,657.00 ",77,77,405,188,41,72,0,3,58,14
"60654, Chicago, IL",60654,"14,746","1,692","1,821",989,"1,052","11,400","10,517",968,"13,778",17,15,10,634,58,"10,517","145,662.02 ","102,326.00 ","95,565.00 ","1,146","1,142","7,657",493,103,5,4,4,346,31
"60655, Chicago, IL",60655,"27,982",193,219,"2,164","2,544","24,778","22,833","2,005","25,977",36,23,10,"1,430",177,"22,833","107,413.56 ","95,866.00 ","40,298.00 ",47,44,"9,335",468,83,6,3,5,344,27
"60656, Chicago, IL",60656,"25,836","1,808","2,474",343,438,"22,204","19,267","3,035","22,801",28,15,26,"1,947",312,"19,267","75,963.52 ","62,766.00 ","31,855.00 ",623,617,"9,566",934,233,7,6,5,630,53
"60657, Chicago, IL",60657,"68,566","4,401","5,141","2,004","2,262","59,169","54,192","5,075","63,491",88,62,47,"3,554",349,"54,192","118,083.46 ","83,052.00 ","68,281.00 ","2,607","2,584","34,200","2,406",461,44,23,33,"1,696",149
"60659, Chicago, IL",60659,"40,872","12,076","12,431","3,334","3,212","19,880","14,842","8,889","31,983",240,137,102,"4,407",693,"14,842","71,087.53 ","50,365.00 ","25,122.00 ","3,678","3,655","7,931","2,422",891,52,23,26,"1,270",160
"60660, Chicago, IL",60660,"44,126","5,876","6,338","6,753","7,123","26,866","21,014","8,253","35,873",217,249,60,"4,628",596,"21,014","64,262.31 ","45,496.00 ","33,520.00 ","2,588","2,566","13,873","2,835",824,70,22,74,"1,627",218
"60661, Chicago, IL",60661,"6,452","1,522","1,590",460,460,"4,134","3,761",406,"6,046",20,7,2,273,24,"3,761","127,061.78 ","98,637.00 ","80,850.00 ",939,938,"2,672",209,43,9,1,3,144,9
"60706, Harwood Heights, IL",60706,"25,028","1,339","1,900",164,208,"22,401","20,007","2,490","22,538",20,23,22,"1,617",177,"20,007","68,892.39 ","56,850.00 ","27,795.00 ",434,428,"9,138",707,182,5,6,3,478,33
"60707, Elmwood Park, IL",60707,"43,013","1,277","1,487","3,607","4,040","31,878","22,548","14,223","28,790",276,151,51,"8,234",919,"22,548","83,917.01 ","64,413.00 ","30,964.00 ",442,435,"12,384","3,719","1,202",55,7,32,"2,218",205
"60712, Lincolnwood, IL",60712,"12,946","3,508","3,757",193,198,"8,538","7,609",991,"11,955",9,4,22,615,105,"7,609","134,027.01 ","97,727.00 ","47,262.00 ",998,992,"3,293",253,51,1,6,0,174,21
"60714, Niles, IL",60714,"30,264","5,632","6,210",501,520,"22,573","20,236","2,648","27,616",32,19,36,"1,608",174,"20,236","74,189.62 ","56,505.00 ","30,103.00 ","1,716","1,709","9,613",658,200,9,7,3,414,25
"60803, Alsip, IL",60803,"20,753",449,506,"3,553","4,107","14,655","11,571","4,199","16,554",63,60,19,"2,336",325,"11,571","69,986.69 ","59,600.00 ","28,233.00 ",135,132,"5,925","1,017",347,15,3,17,573,62
"60804, Cicero, IL",60804,"85,538",706,254,"3,536","1,166","47,624","7,153","76,459","9,079",669,784,82,"43,279","3,277","7,153","58,200.63 ","46,199.00 ","15,533.00 ",214,205,"13,106","17,890","6,635",94,9,176,"10,168",808
"60805, Evergreen Park, IL",60805,"19,509",247,272,"3,592","4,018","14,570","12,757","2,090","17,419",62,16,8,"1,247",170,"12,757","93,124.53 ","75,116.00 ","33,748.00 ",69,66,"5,408",485,147,9,3,3,303,20
"60827, Riverdale, IL",60827,"28,417",60,47,"26,078","25,930","1,426",967,"1,117","27,300",161,13,13,446,92,967,"55,919.29 ","45,106.00 ","19,640.00 ",16,14,659,284,103,37,2,2,117,23
