Name,FIPS,"# Population, 2014","# Asian Population, Alone, 2014","# Population, Not Hispanic, Asian Alone, 2014","# Black Population, Alone, 2014","# Population, Not Hispanic, Black Alone, 2014","# White Population, Alone, 2014","# Population, Not Hispanic, White Alone, 2014","# Hispanic Population, 2014","# Population, Not Hispanic, 2014","# Population, Hispanic, Black Alone, 2014","# Population, Hispanic, American Indian and Alaska Native Alone, 2014","# Population, Hispanic, Asian Alone, 2014","# Population, Hispanic, White Alone, 2014","# Population, Hispanic, Two or More Races, 2014","# White Non-Hispanic Population, 2014","Average Household Income, 2014","Median Household Income, 2014","Household Income, Per Capita (), 2014","# Asian Households, 2014","# Asian Non-Hispanic Head of Households, 2014","# White Households, 2014","# Hispanic Households, 2014","# Hispanic Head of Households, Other Race Alone, 2014","# Hispanic Head of Households, Black Alone, 2014","# Hispanic Head of Households, Asian Alone, 2014","# Hispanic Head of Households, American Indian and Alaska Native Alone, 2014","# Hispanic Head of Households, White Alone, 2014","# Hispanic Head of Households, Two or More Races, 2014"
"92869, Orange, CA",92869,"38,889","5,282","5,484",422,376,"26,575","17,880","13,927","24,962",65,160,73,"8,339",707,"17,880","133,395.00 ","105,403.00 ","42,348.00 ","1,623","1,606","9,106","2,965",888,10,17,36,"1,897",117
"92870, Placentia, CA",92870,"53,133","8,776","9,092",987,911,"32,996","21,792","19,729","33,404",122,316,140,"10,621","1,260","21,792","106,272.29 ","86,790.00 ","34,598.00 ","2,764","2,738","11,702","4,563","1,594",22,26,70,"2,618",233
"92886, Yorba Linda, CA",92886,"47,253","7,303","8,465",587,651,"35,616","28,817","7,471","39,782",30,109,56,"5,220",678,"28,817","145,526.59 ","117,055.00 ","49,363.00 ","2,247","2,237","12,683","1,889",356,5,10,29,"1,388",101
"92887, Yorba Linda, CA",92887,"21,664","4,259","4,727",282,300,"15,477","12,796","2,855","18,809",14,24,36,"2,039",299,"12,796","170,124.44 ","138,455.00 ","56,520.00 ","1,311","1,304","5,427",743,118,2,7,6,569,41
"93510, Acton, CA",93510,"8,946",200,330,148,243,"7,507","5,968","1,861","7,085",7,34,8,"1,071",142,"5,968","114,355.98 ","98,580.00 ","40,314.00 ",66,63,"2,753",429,121,1,3,6,273,25
"93532, Lake Hughes, CA",93532,"2,639",45,61,85,114,"2,233","1,828",498,"2,141",3,15,1,317,32,"1,828","91,089.02 ","77,708.00 ","35,151.00 ",21,21,872,115,28,0,0,4,76,7
"93534, Lancaster, CA",93534,"40,477","1,639","1,617","8,762","8,782","20,388","13,152","14,796","25,681",365,265,93,"6,687","1,037","13,152","57,291.87 ","41,837.00 ","21,081.00 ",603,577,"8,003","3,761","1,538",66,26,80,"1,817",234
"93535, Lancaster, CA",93535,"72,774","2,381","2,227","15,204","14,593","34,526","18,898","33,742","39,032",710,440,169,"15,491","2,173","18,898","63,124.60 ","48,249.00 ","18,328.00 ",665,631,"11,232","7,414","3,090",123,34,117,"3,602",448
"93536, Lancaster, CA",93536,"72,038","4,243","4,500","10,121","10,788","43,599","31,113","21,885","50,153",455,327,211,"10,506","1,586","31,113","100,988.59 ","80,775.00 ","30,094.00 ","1,227","1,184","15,085","4,320","1,394",63,43,86,"2,475",259
"93543, Littlerock, CA",93543,"12,528",198,145,830,742,"7,775","3,715","7,449","5,079",79,111,51,"4,078",377,"3,715","71,280.64 ","65,398.00 ","19,781.00 ",51,40,"2,374","1,481",531,14,11,24,831,70
"93544, Llano, CA",93544,"1,126",34,45,52,71,809,630,333,793,1,8,1,135,24,630,"82,718.06 ","51,829.00 ","35,955.00 ",14,14,380,92,49,0,0,2,36,5
"93550, Palmdale, CA",93550,"77,189","2,164","1,815","11,741","10,277","36,017","13,368","48,703","28,486",707,476,215,"23,762","2,873","13,368","58,162.20 ","45,706.00 ","16,291.00 ",664,622,"10,865","10,874","4,399",119,42,125,"5,523",666
"93551, Palmdale, CA",93551,"52,152","4,184","4,425","5,870","6,181","32,178","21,598","17,200","34,952",231,179,148,"9,407","1,382","21,598","105,869.66 ","90,969.00 ","33,057.00 ","1,259","1,230","10,924","3,950","1,295",38,29,47,"2,299",242
"93552, Palmdale, CA",93552,"37,498","1,435","1,177","6,117","5,244","16,902","5,379","24,407","13,091",352,239,141,"12,289","1,286","5,379","75,196.20 ","64,234.00 ","19,025.00 ",397,369,"4,623","5,130","2,008",57,28,56,"2,710",271
"93553, Pearblossom, CA",93553,"3,249",74,85,135,154,"2,297","1,580","1,280","1,969",13,23,6,638,67,"1,580","71,083.35 ","59,945.00 ","23,792.00 ",25,23,847,281,111,2,2,6,147,13
"93563, Valyermo, CA",93563,467,13,16,37,48,359,298,84,383,0,5,0,43,6,298,"87,430.46 ","80,128.00 ","33,309.00 ",3,3,138,19,7,0,0,1,10,1
"93591, Palmdale, CA",93591,"7,632",83,73,864,842,"4,321","2,310","4,059","3,573",47,71,12,"1,974",300,"2,310","72,105.73 ","51,869.00 ","19,864.00 ",29,24,"1,332",827,306,7,5,15,441,53
